year,mean_ASAP:RAIN,mean_ASAP:SM_combined,mean_ASAP:TEMP,mean_ASAP:rad,mean_ASIS:ASIS_NDVI,mean_ASIS:BT4,std_ASAP:FPAR,std_ASAP:SM_combined,std_ASAP:TEMP,std_ASAP:rad,std_ASIS:ASIS_NDVI,std_ASIS:BT4,koppen_class,yield
2007,51.778609030836314,0.2771498668805926,23.887904696994358,174746.18489405848,164.51773091874352,145.82957202003686,12.97716667946047,0.04028947225517887,1.8968255736638608,12095.343121413473,28.139909111248194,4.775690444497465,11,4363.6
2008,54.32710315217733,0.290726848995536,23.188333627912733,169618.43274328997,173.1645496430638,142.99784886833805,13.086130807594898,0.038819173708083195,1.9272330893256513,13780.741238357261,26.123890733192702,5.0918885030359675,11,4832.8
2009,51.24134317806907,0.28268162522373047,23.867072174284193,174502.86414835323,176.60287896837056,146.02057959504663,12.904205741029799,0.04053057310821266,1.817130667820341,12012.006366456459,26.154750721546204,4.823334869667284,11,5464.3
2010,49.86476993452879,0.27542264667049726,24.330621094173857,174642.4858499492,169.57376777400947,146.0584393729028,12.969788902676614,0.039456219241677644,1.9024217124131588,12715.638966340419,26.091955747675584,5.099287429215868,11,4798.6
2011,60.150778381402574,0.28658244090535234,23.128290515475804,165305.5506324436,170.02340115936818,144.92441947233098,13.405128847130449,0.03871517881175793,1.9931003624987476,14075.875274140157,27.512775187832222,5.244736238478047,11,5168.4
2012,49.787335041554755,0.27985450421936403,24.26466629240248,171717.2038800153,170.90291921870963,145.2092006486696,12.792999485032862,0.042354590911541964,1.9278805770079104,12108.767422582294,26.408119939468122,4.967554742269186,11,5718.5
2013,56.705274281863964,0.28032728839391274,23.85291225115458,171787.32400049426,170.64448881113026,145.76799463084475,12.95200762831616,0.04264262578890738,1.9484980695903444,12927.83316631123,25.850381686625028,4.933786682427297,11,5726.0
2014,50.61941336389859,0.2764507435398786,23.943868541717528,174668.22072934543,169.56853968989128,145.6529205694736,12.543554394295596,0.043764151051756635,1.901456979262423,11823.98091760011,25.883399187437806,4.825913194703309,11,5803.3
2015,43.01882124042731,0.26613814957369103,24.432203202777437,175921.2269860027,170.98575652151868,148.39479978298203,12.606535951860103,0.046079315766231116,1.9630578231881768,13500.209404604626,26.502238860741944,4.819160758712944,11,5968.9
2016,52.17760120649398,0.2756908869086276,24.363596195644803,174051.03266039668,171.84022577936867,147.28765384244784,12.477297467210242,0.04443184839858336,1.9583536156159742,12268.911944107485,25.37476005943604,4.827389954090283,11,5995.8
2017,60.072601853714666,0.28384418711944914,24.125830745697023,167256.6042224721,176.40159836013538,144.78804920399634,12.34507187499979,0.04262744492421999,1.8451045882324766,12316.496377791014,25.747970669942852,4.980323312476053,11,5755.7
